,daft_id,date_entered,views,type,rent,num_bedroom,num_bathroom,available_from,furnished,lease,ber_rating,address,distance_from_city_centre,latitude,longitude,region,url,input_date,property_id
479,25328405,2023-07-05,1845,House,2450.0,4,1," Aug 1st, 2023", Yes, Minimum 1 Year,BER Exempt,"Kilbarrack gardens, Raheny, Dublin 5",9.043331933,53.3865783,-6.150105101,Dublin 5,https://www.daft.ie/for-rent/house-kilbarrack-gardens-raheny-dublin-5/5328405,2023-07-06,125935cf1b949e2faa6e06c2b95f0399acb50a53e5c78d82d9125c9287e6dfa8
480,216766019,2023-07-05,981,Apartment,3200.0,2,1, Immediately, Optional, Minimum 1 Year,C3,"The Pines, Herbert Park Lane Apartments, Ballsbridge, Dublin 4",3.13766293,53.3267342,-6.2320079,Dublin 4,https://www.daft.ie/for-rent/apartment-the-pines-herbert-park-lane-apartments-ballsbridge-dublin-4/5317261,2023-07-06,9c91b829c4df3630c79cd222d3e15ed80330ff8552bb6597f1ea942aad1f324d
481,216867320,2023-07-05,1878,House,2200.0,2,1," Jul 6th, 2023", No, Minimum 1 Year,D1,"Galtymore Road, Drimnagh, Dublin 12",3.778709945,53.333536,-6.320386,Dublin 12,https://www.daft.ie/for-rent/house-galtymore-road-drimnagh-dublin-12/5328482,2023-07-06,b12b2e2b40e4e9ae598584b7df29f74bef1f6ecbc08cd256d5cafcb373823c3e
483,216570217,2023-07-05,7558,Apartment,1600.0,1,1, Immediately, Yes, Minimum 1 Year,C2,"82 Hollybank Road, Drumcondra, Dublin 3",2.500691014,53.367588,-6.260967,Dublin 3,https://www.daft.ie/for-rent/apartment-82-hollybank-road-drumcondra-dublin-3/5297165,2023-07-06,c83c97eb1799eac8797264f81fce05fbaaea64a38ffb1766bd8d3be98b022e00
484,216631739,2023-07-05,28608,Apartment,2148.0,2,1, Immediately, Yes, Minimum 1 Year,D1,"Windmill Lane Apartments, Dublin 2",1.505373665,53.345352,-6.2446522,Dublin 2,https://www.daft.ie/for-rent/apartment-windmill-lane-apartments-dublin-2/5303930,2023-07-06,a2fce21336478a9dde6a24100c6068f0ae7fa487a51457f6e1257d7e05e16c3c
486,25329124,2023-07-06,2668,Apartment,1275.0,1,1," Jul 31st, 2023", Yes, Minimum 6 Months,B1,"Ballycullen, Knocklyon, Dublin 16",8.907311018,53.27447252,-6.329052709,Dublin 16,https://www.daft.ie/for-rent/apartment-ballycullen-knocklyon-dublin-16/5329124,2023-07-06,0ce6190535410ccf22d328f0b514a88ce585c459b8461929636676917cf026ca
488,216885234,2023-07-05,1078,Studio,1400.0,0,0," Jul 6th, 2023", Optional, Minimum 1 Year,BER Exempt,"North Circular Road Studio, Dublin 7",2.047054712,53.356671,-6.291594,Dublin 7,https://www.daft.ie/for-rent/studio-apartment-north-circular-road-studio-dublin-7/5330014,2023-07-06,92c8d75f55035469a527ffcc0f92f544bc7958d8fa3662623f0ef4737474d6f0
489,216525431,2023-07-05,5109,Apartment,2300.0,3,2, Immediately, No, Minimum 1 Year,C3,"Willow, Ballybrack, Co. Dublin",13.92528234,53.25150931,-6.129265961,,https://www.daft.ie/for-rent/apartment-willow-ballybrack-co-dublin/5291890,2023-07-06,b428d18c43e14eb9ddfbc9c4207c163033a47ff901c65962fd5fed8f41539ba0
490,25328873,2023-07-05,1916,Apartment,1100.0,1,1, Immediately, Yes, Minimum 1 Year,BER Exempt,"Clonliffe road, Drumcondra, Dublin 3",2.195173244,53.362352,-6.2503015,Dublin 3,https://www.daft.ie/for-rent/flat-clonliffe-road-drumcondra-dublin-3/5328873,2023-07-06,4992bba148ed65a4462ddb7601bc7882b214dd78e1ee8a42e3181c58c31ac6bd
491,25328769,2023-07-05,877,Apartment,2250.0,2,1, Immediately, Yes, Minimum 1 Year,C3,"106 Botanic Road, Dublin 9, Drumcondra, Dublin 3",2.652365949,53.369224,-6.269674,Dublin 3,https://www.daft.ie/for-rent/apartment-106-botanic-road-dublin-9-drumcondra-dublin-3/5328769,2023-07-06,be840215358a5bfb4b4f9e93310b607294001f5a4611695cb97a093e7d4a1db5
492,25287404,2023-07-05,8235,Studio,1850.0,1,0, Immediately, Yes, Minimum 3 Months,BER Exempt,"Waterloo Road, Ballsbridge, Dublin 4",2.215443945,53.33135908,-6.243738012,Dublin 4,https://www.daft.ie/for-rent/studio-apartment-waterloo-road-ballsbridge-dublin-4/5287404,2023-07-06,b8d24d0210136e9f09b61536a19dd0c749deea9b6cb5df7e762d3ff435aaeed9
493,25329874,2023-07-06,2481,Apartment,1300.0,1,1, Immediately, Yes, Minimum 6 Months,A2,"Lohunda green, Blanchardstown, Dublin 15",10.12910079,53.38750123,-6.402190016,Dublin 15,https://www.daft.ie/for-rent/flat-lohunda-green-blanchardstown-dublin-15/5329874,2023-07-06,9a49fea634b46150c80f0f0569d7c6e1cb743f9107589b7b28f823e7cb0d75fc
494,216497981,2023-07-05,14138,Apartment,1886.0,2,1, Immediately, Yes, Minimum 1 Year,D1,"APARTMENT 7, 44-47 King Street North, Dublin 7",0.730295737,53.350215,-6.274769,Dublin 7,https://www.daft.ie/for-rent/apartment-apartment-7-44-47-king-street-north-dublin-7/5288925,2023-07-06,745456e68149814d3ce1f693b90c28f115d8e77b3269af8bb197c2955e98a28e
495,25284361,2023-07-05,2358,Apartment,2900.0,1,1, Immediately, Yes, Minimum 3 Months,BER Exempt,"Waterloo Road, Dublin 4, Dublin 4",2.225777254,53.331308,-6.243604,Dublin 4,https://www.daft.ie/for-rent/apartment-waterloo-road-dublin-4-dublin-4/5284361,2023-07-06,a785770e4ba985e913c53a89b4efebde8e046f40f4f9f18af4b786ec0876821d
496,25330469,2023-07-06,379,House,2800.0,4,1," Aug 1st, 2023", Yes, Minimum 1 Year,B1,"28 Cushlawn Way, Dublin 24, Bohernabreena, Co. Dublin",10.91236528,53.272594,-6.376844,,https://www.daft.ie/for-rent/house-28-cushlawn-way-dublin-24-bohernabreena-co-dublin/5330469,2023-07-06,2c94e362a3d54e15c18023187d5332a719d75bf6e62a964065d28d64f28047d5
497,25329097,2023-07-06,267,House,3650.0,3,2, Immediately, No, Minimum 6 Months,A3,"28a Cluny Grove, Killiney, Glenageary, Co. Dublin",12.537235,53.271082,-6.12596,,https://www.daft.ie/for-rent/house-28a-cluny-grove-killiney-glenageary-co-dublin/5329097,2023-07-06,62efe953b53b0dca27755e16febe9889a3ee5eef3d1aeb44bdf411455bce946c
498,25330561,2023-07-06,474,Apartment,2400.0,2,2, Immediately, Yes, Minimum 1 Year,B3,"Apartment 2, 294-298 Harold's Cross Road, Dublin 6, Kimmage, Dublin 12",2.965747522,53.319743,-6.279069,Dublin 12,https://www.daft.ie/for-rent/apartment-apartment-2-294-298-harolds-cross-road-dublin-6-kimmage-dublin-12/5330561,2023-07-06,5ee75a2d0dc7ef8845a4df1cc45d060237d3bd76e55b636730ef1ef99affa98c
500,216894622,2023-07-06,827,House,2687.0,4,2, Immediately, No, Minimum 1 Year,B3,"47 Marguerite Road, Glasnevin, Dublin 9",2.541833322,53.368274,-6.266932,Dublin 9,https://www.daft.ie/for-rent/house-47-marguerite-road-glasnevin-dublin-9/5330938,2023-07-06,76a55488f232856b50f3bad7067480aa946b99e2371321d49ad243940856fc39
501,216886607,2023-07-05,1385,Studio,1300.0,0,0," Oct 1st, 2023", Yes, Minimum 6 Months,BER Exempt,"Philipsburgh Avenue, Fairview, Dublin 3",2.858904399,53.365143,-6.239714,Dublin 3,https://www.daft.ie/for-rent/studio-apartment-philipsburgh-avenue-fairview-dublin-3/5330159,2023-07-06,fecc48388552aa88edd84c513e0f4ed531a2a9175621c91695ee8ec52637e94f
502,25330292,2023-07-06,1020,Apartment,1620.0,1,1, Immediately, Yes, Minimum 1 Year,C2,"The Gasworks, Barrow Street, Dublin 4",3.065933803,53.3293187,-6.2299275,Dublin 4,https://www.daft.ie/for-rent/apartment-the-gasworks-barrow-street-dublin-4/5330292,2023-07-06,8e17382e36d35343b8d16d0cbd45e32256b94f0ddd86715e3b2969a32f7c0157
503,216882018,2023-07-05,641,Apartment,2300.0,1,1, Immediately, Yes, Minimum 1 Year,C3,"The Richmond, Dublin 7",0.965591456,53.351943,-6.276845,Dublin 7,https://www.daft.ie/for-rent/apartment-the-richmond-dublin-7/5329818,2023-07-06,859ea957c4c6d40907e2f67961cb64956161177104657a1e7a2e3e7144d7fb15
505,25330424,2023-07-06,1713,House,1482.0,2,3," Jul 16th, 2023", Yes, Minimum 1 Year,B2,"8 Holywell Row., Swords, Co. Dublin",11.43104207,53.44271088,-6.212097088,,https://www.daft.ie/for-rent/house-8-holywell-row-swords-co-dublin/5330424,2023-07-06,f8ad014cc1d0258c72c9714b7e440ed4fbde7459e547009b22eecd509236774e
506,216823187,2023-07-05,1473,House,3500.0,3,2, Immediately, No, Minimum 1 Year,B3,"87 Elm Mount Avenue, Beaumont, Dublin 9",4.782535857,53.381024,-6.22699,Dublin 9,https://www.daft.ie/for-rent/house-87-elm-mount-avenue-beaumont-dublin-9/5323049,2023-07-06,436c0ae872a9f7d894ed9b027d8b0f9141ee2ae68dab49449d7bb383deac4f57
507,216764165,2023-07-05,1637,Apartment,2395.0,1,2," Jul 10th, 2023", Yes, Minimum 1 Year,C2,"The Pavilion Apartments, Dun Laoghaire, Co. Dublin",10.63726196,53.293531,-6.133221,,https://www.daft.ie/for-rent/apartment-the-pavilion-apartments-dun-laoghaire-co-dublin/5316895,2023-07-06,834b3da7bbba6aa9ffb0dea8401733f37d2cb57e16050e2fc3de7870c313291a
508,216572864,2023-07-05,3147,House,3750.0,3,1, Immediately, Yes, Minimum 1 Year,C1,"82 Hollybank Road, Drumcondra, Dublin 3",2.500691014,53.367588,-6.260967,Dublin 3,https://www.daft.ie/for-rent/house-82-hollybank-road-drumcondra-dublin-3/5297469,2023-07-06,96aa016b49d1091997af943ea666699c16a513c16a29d7cefb2b3e85bba00722
509,215732530,2023-07-06,4907,House,3000.0,4,4, Immediately, No, Minimum 1 Year,A1,"190 Drumnigh Manor, Portmarnock, Co. Dublin",10.72517351,53.41338,-6.152962,,https://www.daft.ie/for-rent/house-190-drumnigh-manor-portmarnock-co-dublin/4675262,2023-07-06,3c36abeda07aff9792925f8656554703e779f848f60294a31f1606a88310d78f
510,25187310,2023-07-05,3503,House,3550.0,3,2," Jul 17th, 2023", Yes, Minimum 1 Year,C3,"10 Carlingford Road, Dublin 9, Drumcondra, Dublin 3",2.406476794,53.36634703,-6.25805933,Dublin 3,https://www.daft.ie/for-rent/house-10-carlingford-road-dublin-9-drumcondra-dublin-3/5187310,2023-07-06,02915294b6f28c1edccc56abaf813fa37d9e5694c378b73cf96491738bb6d16f
511,216881995,2023-07-05,396,Apartment,3450.0,2,2, Immediately, Yes, Minimum 1 Year,A1,"Westminster Wood, Foxrock, Dublin 18",10.22593683,53.272343,-6.174293,Dublin 18,https://www.daft.ie/for-rent/apartment-westminster-wood-foxrock-dublin-18/5329755,2023-07-06,1bf3b7112a2d75ce1c8932ddff4f70692c095cb86b46dede4ea44bfd8c01e339
512,24727466,2023-07-05,3098,House,3200.0,4,1, Immediately, Yes, Minimum 1 Year,D1,"5 Brookside Gardens, Rush, Rush, Co. Dublin",22.62286497,53.523652,-6.103541,,https://www.daft.ie/for-rent/house-5-brookside-gardens-rush-rush-co-dublin/4727466,2023-07-06,e86d8ff2b1362396e5465d33c1f140a200f10c863631f385955ab10252c200bd
513,216873014,2023-07-06,3108,Studio,1240.0,0,0, Immediately, Yes, Minimum 1 Year,BER Exempt,"North Circular Road, Dublin 1",1.612177667,53.359306,-6.260272,Dublin 1,https://www.daft.ie/for-rent/studio-apartment-north-circular-road-dublin-1/5328790,2023-07-06,384628f5958bafc43782e410c893fb3902ba56851f2f4ca7340bd25bf37b5aff
514,216621502,2023-07-05,3120,Apartment,2800.0,3,2, Immediately, Yes, Minimum 1 Year,C3,"98A Foxrock Avenue, Foxrock, Dublin 18",9.78085595,53.278079,-6.172996,Dublin 18,https://www.daft.ie/for-rent/apartment-98a-foxrock-avenue-foxrock-dublin-18/5302755,2023-07-06,cca0d386aa1b6730431fdef8a84a037d5132d3e008ad76ba18dba3b7f2f624b0
515,216893398,2023-07-05,1489,Apartment,2050.0,2,1," Jul 13th, 2023", Yes, Minimum 1 Year,C1,"37 Wyckham Point, Dundrum, Dublin 14",7.389511346,53.280759,-6.242178,Dublin 14,https://www.daft.ie/for-rent/apartment-37-wyckham-point-dundrum-dublin-14/5330730,2023-07-06,7c59e76be8a0793b669ee17499bbac9cc4bfa3c6d111d2c810bb45badc8f1350
516,25308906,2023-07-06,1353,House,4250.0,3,2, Immediately, No, Minimum 1 Year,D1,"25 Weirview Drive, Stillorgan, Blackrock, Stillorgan, Co. Dublin",8.261982872,53.282648,-6.201116,,https://www.daft.ie/for-rent/house-25-weirview-drive-stillorgan-blackrock-stillorgan-co-dublin/5308906,2023-07-06,06e9ddeabaa34fba40998eb20cda24ca969f01037beb49a25df3fc68a0e26bb0
517,216801935,2023-07-05,785,Apartment,3750.0,2,1, Immediately, Yes, Minimum 1 Year,BER Exempt,"Apartment 2, 59 Mount Street Upper, Dublin 2",1.574685238,53.337867,-6.24728,Dublin 2,https://www.daft.ie/for-rent/apartment-apartment-2-59-mount-street-upper-dublin-2/5321022,2023-07-06,aa708cc945f41af27d3381e0975233c301bf57dec5cb63a10ab531e3f01a6be7
518,216739038,2023-07-04,3566,Apartment,1600.0,1,1, Immediately, No, Minimum 1 Year,BER Exempt,"Main Street, Ongar Village",12.74335089,53.395436,-6.43949,,https://www.daft.ie/for-rent/apartment-main-street-ongar-village/5314244,2023-07-06,a4807a98f918e9e3711f5dbd4fa7115825980335c255cfe0716acf61e7917e8e
519,216863269,2023-07-04,900,House,3300.0,3,3," Jul 17th, 2023", Yes, Minimum 1 Year,A3,"Bay Meadows Crescent, Hollystown, Dublin 15",10.99988404,53.422084,-6.371623,Dublin 15,https://www.daft.ie/for-rent/house-bay-meadows-crescent-hollystown-dublin-15/5328018,2023-07-06,08cad8d9b016d56c0fb3865b53ee8c9876fcb9145e76102a8faff320bbc2ea4d
520,25329370,2023-07-05,760,House,2750.0,3,1," Jul 11th, 2023", Yes, No Minimum,D1,"Moeran Road,Dublin 12, Perrystown, Dublin 12",4.532049657,53.320071,-6.320475,Dublin 12,https://www.daft.ie/for-rent/house-moeran-road-dublin-12-perrystown-dublin-12/5329370,2023-07-06,aab14e0e310342f9cc0a92f0a77eb658d10f51377ba6f0946501474e96b0f70c
521,25326516,2023-07-05,1080,Apartment,2385.0,2,1," Jul 24th, 2023", Yes, Minimum 1 Year,BER Exempt,"58 Drumcondra Rd Lower, Drumcondra, Dublin 3",2.163393152,53.3640393,-6.2578339,Dublin 3,https://www.daft.ie/for-rent/apartment-58-drumcondra-rd-lower-drumcondra-dublin-3/5326516,2023-07-06,d9d39aaa4aba855dbea5626e43e971067122b12267349a23e96588cecca3e02f
522,25314974,2023-07-04,8354,House,1923.0,3,3, Immediately, Yes, Minimum 3 Months,C2,"Applewood , Swords, Co. Dublin",14.30287639,53.47233555,-6.233269537,,https://www.daft.ie/for-rent/house-applewood-swords-co-dublin/5314974,2023-07-06,e87ee7e2b4bea5f54267aa444c679dcb5503789e53155513895b927a0edc3df0
523,216148000,2023-07-04,6881,House,2500.0,2,1, Immediately, Yes, Minimum 1 Year,BER Exempt,"Somerton Lodge, Somerton, Dun Laoghaire, Co. Dublin",11.24538577,53.274197,-6.14761,,https://www.daft.ie/for-rent/house-somerton-lodge-somerton-dun-laoghaire-co-dublin/4726079,2023-07-06,e4e8b8405012ad1f6801cea30b588378e7d054fc5d0d8e2ef5130bd5258c9ecc
524,216512414,2023-07-04,52302,Apartment,1600.0,1,1, Immediately, Yes, Minimum 1 Year,BER Exempt,"Capel Street, Dublin 1",0.55751763,53.350216,-6.269758,Dublin 1,https://www.daft.ie/for-rent/apartment-capel-street-dublin-1/5290908,2023-07-06,907f308135034d159f4fa41cb37d878f276ee40a37df0cc75179e04e249917bf
525,216371837,2023-07-04,7051,Apartment,1500.0,1,1, Immediately, Yes, Minimum 1 Year,BER Exempt,"O 'Connell Avenue, Dublin 7",1.448464004,53.35824,-6.271152,Dublin 7,https://www.daft.ie/for-rent/apartment-o-connell-avenue-dublin-7/5277170,2023-07-06,20776c0786552c5e73810c0363353143d0918dd647d8dccd13b9c2348171e332
526,216861826,2023-07-06,1073,Apartment,2500.0,2,2, Immediately, Yes, Minimum 1 Year,,"60 The Crescent, Fortfield Square, Dublin 6W",5.160283432,53.3043196,-6.3030527,Dublin 6,https://www.daft.ie/for-rent/apartment-60-the-crescent-fortfield-square-dublin-6w/5327867,2023-07-06,3c2cfc4677d5b148bbfb0d2b2dd94525c6a3c7d095400745c9f59892f06ed374
527,25319045,2023-07-06,4582,Apartment,2400.0,3,1, Immediately, Yes, Minimum 1 Year,D1,"20 Priory Hall, Dublin 12, Terenure, Dublin 6",5.055916442,53.308537,-6.31152,Dublin 6,https://www.daft.ie/for-rent/apartment-20-priory-hall-dublin-12-terenure-dublin-6/5319045,2023-07-06,d9a0e53150cdc877674caf42ec504a1af562bef3af17737ee5d6e290f6f5aad6
528,216690284,2023-07-04,4557,Studio,1500.0,0,0, Immediately, Yes, Minimum 1 Year,BER Exempt,"South Circular Road, Dublin 8",2.187055806,53.335277,-6.295362,Dublin 8,https://www.daft.ie/for-rent/studio-apartment-south-circular-road-dublin-8/5309754,2023-07-06,2a16448f3222f6c8ab0afce611f60fbf28c2509bce4b4bc3fda055a423e64cd7
530,216748730,2023-07-04,7011,Studio,1285.0,0,0," Aug 1st, 2023", Yes, Minimum 1 Year,BER Exempt,"Leinster Road, Rathmines, Dublin 6",2.64656268,53.322189,-6.275623,Dublin 6,https://www.daft.ie/for-rent/studio-apartment-leinster-road-rathmines-dublin-6/5315154,2023-07-06,1ec0ed945f423a9114e99ce389ae596d51fa59717031148fd69657a91c1db7ce
531,216666405,2023-07-04,3066,Studio,1600.0,0,0, Immediately, Yes, Minimum 1 Year,BER Exempt,"Clonmore Villas, Ballybough Road, Ballybough, Dublin 3",1.973716075,53.358328,-6.246902,Dublin 3,https://www.daft.ie/for-rent/studio-apartment-clonmore-villas-ballybough-road-ballybough-dublin-3/5306861,2023-07-06,69963a9615f3f817852b18f59d123b0c0ffc684488b240abbefc35aa220f9d7a
532,216862949,2023-07-04,1339,Apartment,2500.0,1,2, Immediately, Yes, Minimum 1 Year,F,"Haddington Square, Beggar's Bush, Dublin 4",2.433315841,53.33528893,-6.234895293,Dublin 4,https://www.daft.ie/for-rent/apartment-haddington-square-beggars-bush-dublin-4/5327935,2023-07-06,4b33ea519bbc930822d27efbe9839334835ac675c75031cd697d69e3f6b9ef42
533,216371716,2023-07-04,7793,Studio,1300.0,0,0, Immediately, Yes, Minimum 1 Year,BER Exempt,"O' Connell Avenue, Dublin 7",1.448464004,53.35824,-6.271152,Dublin 7,https://www.daft.ie/for-rent/studio-apartment-o-connell-avenue-dublin-7/5277151,2023-07-06,1e304b39eab1e3901e240b24cc3bc6d9187395e034b4dfd2a7c9f5b6ec067ad1
534,216739023,2023-07-04,2653,Studio,1435.0,0,0, Immediately, Yes, Minimum 1 Year,BER Exempt,"Clonmore Villas, Ballybough Road, Ballybough, Dublin 3",1.979428164,53.358363,-6.246839,Dublin 3,https://www.daft.ie/for-rent/studio-apartment-clonmore-villas-ballybough-road-ballybough-dublin-3/5314203,2023-07-06,a0b179be6d81dca4a568c598e3edc398eed7d933efbc3862f528fae8ebe644ad
535,216742063,2023-07-04,2533,Apartment,1814.0,1,1," Jul 15th, 2023", Yes, Minimum 1 Year,E1,"Bolton Square, Dublin 1",0.783633576,53.352466,-6.267909,Dublin 1,https://www.daft.ie/for-rent/apartment-bolton-square-dublin-1/5314567,2023-07-06,89b0c5ebf81efc54b2c73c6622f41731a593eefc048b61af0ec09dd04c371562
536,216679934,2023-07-03,15735,Apartment,1741.0,2,1, Immediately, Yes, Minimum 1 Year,D2,"Kilmainham Orchard, Turvey Avenue, Kilmainham, Dublin 8",2.882767503,53.34085421,-6.309854865,Dublin 8,https://www.daft.ie/for-rent/apartment-kilmainham-orchard-turvey-avenue-kilmainham-dublin-8/5308451,2023-07-06,04e190b6079a812f1cd0d8dbcf434ebc1e7b6a5633854ed80ae6e86748f70f1c
537,25301186,2023-07-02,1649,Apartment,2693.0,2,1, Immediately, Yes, Minimum 1 Year,E2,"54 Adair, Sandymount Avenue, Ballsbridge, Dublin 4",3.513138607,53.32790175,-6.223400141,Dublin 4,https://www.daft.ie/for-rent/apartment-54-adair-sandymount-avenue-ballsbridge-dublin-4/5301186,2023-07-06,1de20b62ae7bcf7525d50c4dd14413c9d2890605de11168ab3ffc71cce2817c2
538,25306537,2023-07-02,6488,Apartment,1750.0,2,1, Immediately, No, Minimum 3 Months,BER Exempt,"Burnell court, Balgriffin, Dublin 13",9.416966453,53.40931794,-6.174466498,Dublin 13,https://www.daft.ie/for-rent/apartment-burnell-court-balgriffin-dublin-13/5306537,2023-07-06,396b625c1d7e5eb7f6473bf5a8e7affb619fc2c9e13f5894440e5bb7a1ee8f67
539,25325373,2023-07-02,1936,House,2350.0,2,1, Immediately, Yes, Minimum 1 Year,C2,"Addison Road,Dublin 3, Drumcondra, Dublin 3",2.600734081,53.36216,-6.239976,Dublin 3,https://www.daft.ie/for-rent/house-addison-road-dublin-3-drumcondra-dublin-3/5325373,2023-07-06,8b6626269fd0c93a67520ed7c45b894211c3cdc6946caa4b276179fde95dd0c1
540,25324823,2023-07-06,8811,Apartment,1989.0,2,1," Sep 1st, 2023", Yes, Minimum 1 Year,C2,"1 saddlers court, Rathmines, Dublin 6",2.088696561,53.32667693,-6.266292336,Dublin 6,https://www.daft.ie/for-rent/apartment-1-saddlers-court-rathmines-dublin-6/5324823,2023-07-06,01a7758f6a2f07dec1ff8491b176753e5872a326e08277a147916148bd4ba2e9
541,25325123,2023-07-05,1954,Apartment,1825.0,1,1," Jul 22nd, 2023", Yes, Minimum 1 Year,A2,"Greenbank House, Dun Laoghaire, Co. Dublin",10.91756159,53.2825641,-6.141513627,,https://www.daft.ie/for-rent/apartment-greenbank-house-dun-laoghaire-co-dublin/5325123,2023-07-06,da38739caab3a753ec3aceaa9b1d4d141e19ac00913fafc61194f5d8b0d58bfb
542,25310939,2023-07-05,12126,Apartment,1746.0,1,1," Jul 30th, 2023", Yes, Minimum 1 Year,BER Exempt,"Herbert Park Lane Ballsbridge , Donnybrook, Dublin 4",3.096783829,53.327321,-6.231967,Dublin 4,https://www.daft.ie/for-rent/apartment-herbert-park-lane-ballsbridge-donnybrook-dublin-4/5310939,2023-07-06,09531e93b4b5cd25821b0c5494565d8fbfda1b44df4a54b9021315a53079d4ed
543,216852912,2023-07-04,923,Apartment,2400.0,2,1, Immediately, Yes, Minimum 1 Year,BER Exempt,"Apartment 55, Wellington Court, Dublin 7",1.22984952,53.356469,-6.268287,Dublin 7,https://www.daft.ie/for-rent/apartment-apartment-55-wellington-court-dublin-7/5327048,2023-07-06,6711e2b8be68dae2b6199b66b79d295269da16cf97845af00f161800ec0d107b
544,25325583,2023-07-02,1096,Apartment,2645.0,2,1," Jul 14th, 2023", Yes, Minimum 6 Months,C1,"Lr Mount Street, Dublin 2",1.793062868,53.33854345,-6.242921947,Dublin 2,https://www.daft.ie/for-rent/apartment-lr-mount-street-dublin-2/5325583,2023-07-06,ad109e22b45a74cd73cba53d7666151af2a1edd3089c9cd94bc82967b55ef7f4
545,25317034,2023-07-01,2729,House,2500.0,3,3," Jul 22nd, 2023", Yes, Minimum 1 Year,A3,"Millers Glen, Swords, Co. Dublin",14.15238848,53.47174536,-6.242652726,,https://www.daft.ie/for-rent/house-millers-glen-swords-co-dublin/5317034,2023-07-06,df645445bb8af23f80190dfba6ad0d26b206f915244abaeebd28ea9036d78733
546,25309548,2023-07-04,2759,Apartment,1800.0,1,1," Jul 6th, 2023", Yes, Minimum 1 Year,BER Exempt,"Frankfort Avenue, Rathgar, Dublin 6",3.242297309,53.3163049,-6.2678689,Dublin 6,https://www.daft.ie/for-rent/apartment-frankfort-avenue-rathgar-dublin-6/5309548,2023-07-06,6a9bc9b89a19749483f783c2aff01269d1659bfb58308210815d472bd50133af
547,216770422,2023-07-02,4154,House,2400.0,3,1," Jul 10th, 2023", Yes, Minimum 1 Year,BER Exempt,"Saint Declan's Terrace, Marino, Dublin 3",3.584084409,53.369661,-6.231787,Dublin 3,https://www.daft.ie/for-rent/house-saint-declans-terrace-marino-dublin-3/5317616,2023-07-06,8bfacc11885b7d77d054efac6b0ddd5149e5e769fd4f4712f1f84feaecbd4b04
548,24719930,2023-07-01,23607,Studio,1350.0,1,0, Immediately, Yes, Minimum 3 Months,BER Exempt,"188 phibsborough Road , Dublin 7",1.57138103,53.35917871,-6.272666762,Dublin 7,https://www.daft.ie/for-rent/studio-apartment-188-phibsborough-road-dublin-7/4719930,2023-07-06,67a28d06bb66f573911c911de085d755ec347ba49d7c8d5c0f329b2e3cf4e2e3
549,216542609,2023-06-30,3021,House,3000.0,3,2, Immediately, Yes, Minimum 1 Year,B3,"The Crescent, Millbrook Lawns",8.951822919,53.282627,-6.351161,,https://www.daft.ie/for-rent/house-the-crescent-millbrook-lawns/5294348,2023-07-06,802c36176d350c6b571a53bd58354c9dbe6fa02b19f4cb7b05a4a90d8eb97b26
550,24702941,2023-07-03,23460,House,2900.0,3,1, Immediately, Yes, No Minimum,D2,"Valentia Parade , Dublin 7",1.698489301,53.36050781,-6.263249647,Dublin 7,https://www.daft.ie/for-rent/house-valentia-parade-dublin-7/4702941,2023-07-06,dbc70d5efa50630df095e082a025d9ae1aa7c3072c8b903f679391dbcc830bf6
551,25325552,2023-07-04,6106,Studio,900.0,1,0, Immediately, Yes, Minimum 6 Months,BER Exempt,"Adelaide road, Dublin 2",1.504526131,53.3327219,-6.259577675,Dublin 2,https://www.daft.ie/for-rent/studio-apartment-adelaide-road-dublin-2/5325552,2023-07-06,f6f731f3716e61ef9b86e544edb354e8f91161b593c6d1d846c0027c03a2f64a
552,215736253,2023-07-04,4682,Apartment,2800.0,2,2, Immediately, Yes, Minimum 1 Year,B2,"Apartment 1, Block A, Park House, Dublin 2",2.250447044,53.344936,-6.233475,Dublin 2,https://www.daft.ie/for-rent/apartment-apartment-1-block-a-park-house-dublin-2/4675554,2023-07-06,1052dd9410368dcc7d8068e9a526b831169d4a386d625e460fc4658b182a569e
553,25325124,2023-07-01,2190,House,2600.0,2,1," Jul 15th, 2023", Yes, No Minimum,C2,"Ringsend, Dublin 4",3.142326357,53.34330835,-6.220208218,Dublin 4,https://www.daft.ie/for-rent/house-ringsend-dublin-4/5325124,2023-07-06,aff23e9301cc1ebd06fead03afc86fbb4e32580994ad899df880ef9b1673b153
554,25325138,2023-07-01,1235,Apartment,3000.0,3,2," Aug 1st, 2023", Yes, Minimum 1 Year,C1,"Marina Village, Malahide, Co. Dublin",14.13420534,53.4532455,-6.1549417,,https://www.daft.ie/for-rent/apartment-marina-village-malahide-co-dublin/5325138,2023-07-06,9339a2e5a31c6be1fec0f2d5cef017219ba5730af7c3d3cca3646447b3268e82
555,216008022,2023-06-30,3478,House,5000.0,3,3," Aug 31st, 2023", Yes, Minimum 3 Months,C2,"Ross, Seafield Road, Killiney, Co. Dublin",14.62998815,53.251473,-6.113799,,https://www.daft.ie/for-rent/house-ross-seafield-road-killiney-co-dublin/4708354,2023-07-06,fddaf0151c7b415ee17dbf7b816e93c3b7711b4a8b2ce05bfe2c68898ad455ff
